source_table,target_column,model,split_type,repeat,n_train,n_test,n_numeric_features,n_categorical_features,rmse,mae,r2,spearman,top_1pct_recovery,top_5pct_recovery,top_10pct_recovery,ndcg_10pct,hgb_skipped_due_to_categorical_features,feature_source,target_family,feature_table,task,gas,target_property,target_unit,split_group_column,descriptor_family
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,ridge,random,4,11827,2957,156,1,6.49731219173545,2.903925019717952,0.4264388927046777,0.6769070754277053,0.36666666666666664,0.44594594594594594,0.5675675675675675,0.7446386219553718,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,extratrees,random,4,11827,2957,156,1,5.727734920187932,2.1184219304633074,0.5542636565886336,0.8271882023600088,0.5,0.581081081081081,0.6385135135135135,0.7956374013184709,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,dummy,descriptor_grouped,0,12812,1972,156,1,8.572558505398707,2.4443082287018254,-0.03828875331173909,,0.0,0.04040404040404041,0.08080808080808081,0.09089911269050642,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,ridge,descriptor_grouped,0,12812,1972,156,1,6.8988068187419165,2.619750092291821,0.3275729089086098,0.6343715929848258,0.3,0.5151515151515151,0.601010101010101,0.704972961105334,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,extratrees,descriptor_grouped,0,12812,1972,156,1,5.920146163493002,2.027056248487435,0.5048211433134489,0.8245692721311156,0.45,0.5959595959595959,0.6464646464646465,0.8105479730783014,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,dummy,descriptor_grouped,1,12588,2196,156,1,7.355357383828288,3.0485681689435338,-0.14633385097617357,,0.0,0.03636363636363636,0.08181818181818182,0.1430778737562652,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,ridge,descriptor_grouped,1,12588,2196,156,1,6.5323474457734285,2.9949628005045184,0.09584661792144322,0.6554124266861602,0.18181818181818182,0.39090909090909093,0.5,0.5759784851818954,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,extratrees,descriptor_grouped,1,12588,2196,156,1,5.6276654416369425,2.287502898113742,0.32894193336553257,0.8252359986726352,0.3181818181818182,0.5,0.6,0.6710666370198969,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,dummy,descriptor_grouped,2,12402,2382,156,1,9.431236098999223,3.8614075512174644,-0.14649586730934794,,0.0,0.016666666666666666,0.08786610878661087,0.1310106257524438,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,ridge,descriptor_grouped,2,12402,2382,156,1,7.683918903795555,3.331263545727552,0.23897170359097153,0.7497976860579569,0.20833333333333334,0.4083333333333333,0.4895397489539749,0.6177215962324212,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,extratrees,descriptor_grouped,2,12402,2382,156,1,6.167172376378465,2.638178081640778,0.5097614778622228,0.8655641891924845,0.2916666666666667,0.4666666666666667,0.5857740585774058,0.7576344706181077,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,dummy,descriptor_grouped,3,9124,5660,156,1,9.763480068840149,3.127851558303887,-0.060069376057767965,,0.017543859649122806,0.05653710247349823,0.09363957597173145,0.13067882481038604,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,ridge,descriptor_grouped,3,9124,5660,156,1,11.41914299662064,3.4305017742860744,-0.4500802027685584,0.6039058899749613,0.3157894736842105,0.4169611307420495,0.5512367491166078,0.6257368871455173,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,extratrees,descriptor_grouped,3,9124,5660,156,1,7.942937964485477,3.8900175492608953,0.2984036163994801,0.5662206242251787,0.2982456140350877,0.4840989399293286,0.5371024734982333,0.6839007383975725,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,dummy,descriptor_grouped,4,12203,2581,156,1,7.032570228555827,2.167455677256877,-0.05523154271606745,,0.0,0.06153846153846154,0.08494208494208494,0.11799257023126977,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,ridge,descriptor_grouped,4,12203,2581,156,1,5.823884350875609,2.327434654963777,0.27632246097405755,0.5960891621722885,0.34615384615384615,0.5538461538461539,0.5482625482625483,0.5889237368561551,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,v/v,extratrees,descriptor_grouped,4,12203,2581,156,1,4.811534001584669,1.6526868600878208,0.506045749089309,0.7662556770593562,0.5,0.6153846153846154,0.640926640926641,0.7384294755684236,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,random,0,11827,2957,156,1,0.3073097293174665,0.11334818430842068,-0.07309241466760641,,0.06666666666666667,0.0472972972972973,0.10135135135135136,0.17348964908012565,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,random,0,11827,2957,156,1,0.23834135592161237,0.10515153411534474,0.35451921833124966,0.6568478290563458,0.3333333333333333,0.43243243243243246,0.5777027027027027,0.6801743817281846,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,random,0,11827,2957,156,1,0.22883933564582792,0.08275746577781533,0.40496041054073184,0.7921319924064902,0.4,0.5608108108108109,0.5945945945945946,0.7099299838496906,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,random,1,11827,2957,156,1,0.32869719686709803,0.11367736658775784,-0.06542084073441923,,0.0,0.060810810810810814,0.09797297297297297,0.15397491998648732,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,random,1,11827,2957,156,1,0.244277892540665,0.10456389243543124,0.41156632857197006,0.674406422517841,0.4,0.47297297297297297,0.6047297297297297,0.7522198420142048,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,random,1,11827,2957,156,1,0.22597918133624023,0.08400644547270128,0.49642281143458433,0.7986217083327332,0.5,0.5,0.625,0.7648824691373473,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,random,2,11827,2957,156,1,0.33095628702727536,0.11599608691241124,-0.06956642977013106,,0.03333333333333333,0.07432432432432433,0.10472972972972973,0.1535407621816348,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,random,2,11827,2957,156,1,0.24240005077736657,0.1050291236491006,0.42623783700345297,0.6775668528087609,0.5,0.5,0.581081081081081,0.7362060721105315,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,random,2,11827,2957,156,1,0.21977778916284316,0.08417556930785705,0.5283345196602827,0.781613489848715,0.6,0.5472972972972973,0.6081081081081081,0.7574104774077488,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,random,3,11827,2957,156,1,0.2873170324969691,0.1099768386878593,-0.07914451520372556,,0.03333333333333333,0.08108108108108109,0.11486486486486487,0.19022039590563689,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,random,3,11827,2957,156,1,0.2148627487701153,0.09990182166620039,0.3964974380202496,0.6576636741348664,0.36666666666666664,0.49324324324324326,0.5777027027027027,0.7091646294299621,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,random,3,11827,2957,156,1,0.20154714344575317,0.08051706120110472,0.4689808812005257,0.780849369767539,0.3333333333333333,0.527027027027027,0.6013513513513513,0.7431050968322315,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,random,4,11827,2957,156,1,0.3035256320645278,0.11873410686506594,-0.08479464431362249,,0.0,0.04054054054054054,0.06756756756756757,0.15206428690038523,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,random,4,11827,2957,156,1,0.22451748868863008,0.10692967479030958,0.406450231783149,0.6652000211071982,0.4,0.47297297297297297,0.5844594594594594,0.7410156646138842,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,random,4,11827,2957,156,1,0.20985321521563796,0.0827026227961898,0.4814530989789395,0.793040669816036,0.5,0.5608108108108109,0.6554054054054054,0.7905878623513923,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,descriptor_grouped,0,12812,1972,156,1,0.29099840077306655,0.0933671374239351,-0.02998745288679472,,0.0,0.030303030303030304,0.10606060606060606,0.12772767658444842,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,descriptor_grouped,0,12812,1972,156,1,0.23276544530934284,0.09480501930919158,0.34099646116156035,0.6300569172880127,0.35,0.5151515151515151,0.5909090909090909,0.6838464411183933,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,descriptor_grouped,0,12812,1972,156,1,0.20332843585007904,0.07643029779073698,0.49714014103368387,0.7769464518333663,0.5,0.5151515151515151,0.6565656565656566,0.8018372964967552,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,descriptor_grouped,1,12588,2196,156,1,0.2573721393832708,0.12030462841530051,-0.16398869841539332,,0.0,0.045454545454545456,0.08636363636363636,0.19848606081638553,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,descriptor_grouped,1,12588,2196,156,1,0.21580950562673434,0.10945560359313455,0.1815977057893715,0.6446671636393213,0.0,0.39090909090909093,0.5181818181818182,0.6104961130036566,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,descriptor_grouped,1,12588,2196,156,1,0.1842345757282016,0.08653517347475208,0.40355833274344977,0.8000143808181962,0.22727272727272727,0.4909090909090909,0.5727272727272728,0.7104283050774959,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,descriptor_grouped,2,12402,2382,156,1,0.32180844930781627,0.14788430352644835,-0.1716207286584297,,0.0,0.016666666666666666,0.100418410041841,0.17651311252843804,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,descriptor_grouped,2,12402,2382,156,1,0.2476800882766352,0.12109723696618235,0.3059762236305724,0.7300306006365148,0.25,0.4166666666666667,0.5188284518828452,0.6501772894477632,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,descriptor_grouped,2,12402,2382,156,1,0.20913713880717794,0.10012701717767515,0.5051717499158241,0.8302921442752106,0.375,0.4666666666666667,0.5355648535564853,0.743013662666183,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,descriptor_grouped,3,9124,5660,156,1,0.3230347648323725,0.11891744770318022,-0.06517227719789709,,0.03508771929824561,0.04946996466431095,0.09540636042402827,0.16433595389832914,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,descriptor_grouped,3,9124,5660,156,1,0.40208208059655415,0.12187965822875044,-0.6502538894274081,0.6094851312443809,0.3157894736842105,0.40636042402826855,0.549469964664311,0.6307391743858664,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,descriptor_grouped,3,9124,5660,156,1,0.2518175239577149,0.10532507292020024,0.35271845229866583,0.7464694251778428,0.3508771929824561,0.4664310954063604,0.5512367491166078,0.6671887084904948,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,dummy,descriptor_grouped,4,12203,2581,156,1,0.26256067115971277,0.08697398992638512,-0.05386536408742848,,0.0,0.06153846153846154,0.0888030888030888,0.14366440626115606,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,ridge,descriptor_grouped,4,12203,2581,156,1,0.21342556938747917,0.08779065147438242,0.3036642682186532,0.579010478520578,0.3076923076923077,0.5692307692307692,0.5328185328185329,0.6256092464055174,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,mmol/g,extratrees,descriptor_grouped,4,12203,2581,156,1,0.17846621469369034,0.0683000175704938,0.5131022045074392,0.7100064511209713,0.46153846153846156,0.5846153846153846,0.6023166023166023,0.8021430242095995,True,descriptor_joined,uptake_or_loading,RAC,post_combustion_capture,CO2,uptake,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,random,0,11827,2957,156,1,43.330630154465126,11.228036944538383,-0.05715836180810974,,0.03333333333333333,0.060810810810810814,0.11148648648648649,0.10897006955584489,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,random,0,11827,2957,156,1,36.679482096820244,14.131521146083578,0.242475943523208,0.5728621204254996,0.16666666666666666,0.42567567567567566,0.5168918918918919,0.6153455778984049,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,random,0,11827,2957,156,1,33.57157795604316,10.526300985959868,0.3654095255660402,0.757837225716527,0.23333333333333334,0.5135135135135135,0.597972972972973,0.6973084195196925,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,random,1,11827,2957,156,1,45.57815066686671,10.599557649644911,-0.04545443154694029,,0.0,0.0472972972972973,0.11148648648648649,0.09170516081680402,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,random,1,11827,2957,156,1,38.58338362756189,14.36479538106976,0.2508093811456372,0.5836162929816682,0.23333333333333334,0.47297297297297297,0.5236486486486487,0.6359708774445657,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,random,1,11827,2957,156,1,33.74522763989848,10.572366767596659,0.4269184421414369,0.7538527564632903,0.3,0.46621621621621623,0.5574324324324325,0.757808479989282,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,random,2,11827,2957,156,1,43.94209938890358,10.715329041258032,-0.05018506958319047,,0.03333333333333333,0.07432432432432433,0.10135135135135136,0.08840734044354885,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,random,2,11827,2957,156,1,35.72239325253476,14.039832306050103,0.3059586756603935,0.588528668744127,0.3,0.44594594594594594,0.5337837837837838,0.6789318402635903,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,random,2,11827,2957,156,1,34.222143000558496,10.949964527234812,0.3630304978603145,0.7409465175027242,0.23333333333333334,0.5067567567567568,0.5371621621621622,0.6852131407159392,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,random,3,11827,2957,156,1,37.466526646692714,9.95363527730808,-0.05892170057660695,,0.0,0.060810810810810814,0.12162162162162163,0.12300501787107695,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,random,3,11827,2957,156,1,32.01944421944015,13.167271751304252,0.22659930114270044,0.5585295206790036,0.26666666666666666,0.47297297297297297,0.5304054054054054,0.5910592529022032,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,random,3,11827,2957,156,1,29.86509024082632,9.78256356499455,0.3271710895042682,0.7481390347577065,0.23333333333333334,0.5135135135135135,0.5675675675675675,0.6498566073229488,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,random,4,11827,2957,156,1,44.063336448970965,11.938559898545824,-0.0636597882319827,,0.0,0.05405405405405406,0.0777027027027027,0.08660700631163903,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,random,4,11827,2957,156,1,36.780920161410165,14.4073114674793,0.2588720982890941,0.5900554692565946,0.3333333333333333,0.46621621621621623,0.5641891891891891,0.6277448162393057,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,random,4,11827,2957,156,1,34.3780097983765,10.93165645623943,0.35254521342269596,0.7526769697198296,0.2,0.527027027027027,0.6081081081081081,0.6626410072229909,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,descriptor_grouped,0,12812,1972,156,1,41.99953397409021,8.899371610040568,-0.03310015183610937,,0.0,0.030303030303030304,0.08585858585858586,0.05536047076008526,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,descriptor_grouped,0,12812,1972,156,1,33.63393627987301,12.722487907597833,0.3374649227441141,0.5240924056997103,0.3,0.5151515151515151,0.5555555555555556,0.6837079501319273,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,descriptor_grouped,0,12812,1972,156,1,29.563378047293448,9.4120155790413,0.4881277375592209,0.7414562602818296,0.55,0.5555555555555556,0.5757575757575758,0.7638950162912912,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,descriptor_grouped,1,12588,2196,156,1,39.98801621676878,11.591705209471767,-0.07912319213531593,,0.0,0.045454545454545456,0.07727272727272727,0.09132022916309791,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,descriptor_grouped,1,12588,2196,156,1,37.544715912602584,15.02137339417975,0.048718716051016075,0.5785352153408202,0.18181818181818182,0.37272727272727274,0.45454545454545453,0.4951578092838031,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,descriptor_grouped,1,12588,2196,156,1,33.55495298075245,11.617270760108026,0.2401557586705112,0.7558564773224701,0.13636363636363635,0.509090909090909,0.5363636363636364,0.6054084914713465,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,descriptor_grouped,2,12402,2382,156,1,47.78833565540603,14.716621356003358,-0.0922190064661188,,0.0,0.025,0.08786610878661087,0.09285791822266362,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,descriptor_grouped,2,12402,2382,156,1,42.2561232654408,16.694718321752728,0.14602487532877628,0.6579714058802242,0.25,0.36666666666666664,0.4393305439330544,0.5611425805117315,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,descriptor_grouped,2,12402,2382,156,1,35.58631942805819,13.570769119927231,0.3943355762104399,0.8015793955560748,0.16666666666666666,0.4166666666666667,0.49372384937238495,0.658632819579143,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,descriptor_grouped,3,9124,5660,156,1,43.716746077503345,11.528622417844524,-0.05626556900358959,,0.03508771929824561,0.04946996466431095,0.09010600706713781,0.10127213106228646,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,descriptor_grouped,3,9124,5660,156,1,59.74050473070721,17.255802456422636,-0.9724919532976799,0.5097502777874174,0.17543859649122806,0.40636042402826855,0.5247349823321554,0.5387811168142475,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,descriptor_grouped,3,9124,5660,156,1,39.255321211013495,14.924690300366606,0.14832375134545073,0.6905332919659323,0.19298245614035087,0.45229681978798586,0.5017667844522968,0.5939284297781265,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),dummy,descriptor_grouped,4,12203,2581,156,1,37.99153189631285,8.082536724137931,-0.03592996142846516,,0.0,0.05384615384615385,0.08494208494208494,0.07509320016613674,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),ridge,descriptor_grouped,4,12203,2581,156,1,33.28946026235542,11.06809827072684,0.20462801401810715,0.4768939934270206,0.3076923076923077,0.49230769230769234,0.5173745173745173,0.5476140261983725,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
ARC-MOF::post_comb_vsa_co2.csv__RAC__racs.csv,S(g1),extratrees,descriptor_grouped,4,12203,2581,156,1,30.214957984137182,8.044292933066425,0.3447594408310002,0.6776693935271223,0.2692307692307692,0.5769230769230769,0.6023166023166023,0.7031292970558818,True,descriptor_joined,selectivity,RAC,post_combustion_capture,CO2,selectivity,,func-chi-0-all,RAC
